TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,100.07,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,100.06,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,99.88,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,100.67,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,100.15,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,100.49,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,98.57,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",99.49,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,99.15,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,100.15,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,99.62,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,99.7,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,100.12,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,100.07,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,100.36,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,100.22,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,101.99,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,95.89,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,99.51,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",100.09,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,100.46,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,100.17,
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,99.69,
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Food,100.8,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,98.7,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Bread,96.9,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Meat,103.2,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,102.7,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Pork,110.9,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,96.9,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Poultry,99.9,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2015M07,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",103.3,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,103.3,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,103.3,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,103.3,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Eggs,103.8,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,100.2,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Butter,103.8,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,100.2,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Fruit,97.4,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,98.4,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,102.3,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Sugar,99,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,97.9,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,99.8,e
2015M07,France,"Index, 2015=100",Agricultural commodity price index,Beer,103.6,e
2015M07,France,"Index, 2015=100",Import price index,Food,99.6,
2015M07,France,"Index, 2015=100",Import price index,Bread and cereals,99.1,
2015M07,France,"Index, 2015=100",Import price index,Bread,99.7,
2015M07,France,"Index, 2015=100",Import price index,Meat,102.7,
2015M07,France,"Index, 2015=100",Import price index,Beef and veal,105.2,
2015M07,France,"Index, 2015=100",Import price index,Pork,104.4,
2015M07,France,"Index, 2015=100",Import price index,Lamb and goat,96,
2015M07,France,"Index, 2015=100",Import price index,Poultry,102.5,
2015M07,France,"Index, 2015=100",Import price index,Fish and seafood,99.1,
2015M07,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",100,
2015M07,France,"Index, 2015=100",Import price index,Fresh whole milk ,94.8,
2015M07,France,"Index, 2015=100",Import price index,Yoghurt,97.4,
2015M07,France,"Index, 2015=100",Import price index,Cheese and curd,101.1,
2015M07,France,"Index, 2015=100",Import price index,Eggs,108.4,
2015M07,France,"Index, 2015=100",Import price index,Oils and fats,100.4,
2015M07,France,"Index, 2015=100",Import price index,Butter,98.3,
2015M07,France,"Index, 2015=100",Import price index,Olive oil,100.3,
2015M07,France,"Index, 2015=100",Import price index,Other edible oils,100.3,
2015M07,France,"Index, 2015=100",Import price index,Fruit,100.2,
2015M07,France,"Index, 2015=100",Import price index,Vegetables,94.7,
2015M07,France,"Index, 2015=100",Import price index,Potatoes,109.8,
2015M07,France,"Index, 2015=100",Import price index,Sugar,94.6,
2015M07,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",100.5,
2015M07,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,101.6,
2015M07,France,"Index, 2015=100",Import price index,Wine from grapes,97.5,
2015M07,France,"Index, 2015=100",Import price index,Beer,96.8,
2015M07,France,Percentage change m/m-12,Producer price index,Food,-2.4,
2015M07,France,Percentage change m/m-12,Producer price index,Bread and cereals,-3.9,
2015M07,France,Percentage change m/m-12,Producer price index,Bread,-1.3,
2015M07,France,Percentage change m/m-12,Producer price index,Meat,-2.3,
2015M07,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2015M07,France,Percentage change m/m-12,Producer price index,Pork,:,
2015M07,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2015M07,France,Percentage change m/m-12,Producer price index,Poultry,-2.7,
2015M07,France,Percentage change m/m-12,Producer price index,Fish and seafood,2.8,
2015M07,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2015M07,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2015M07,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2015M07,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2015M07,France,Percentage change m/m-12,Producer price index,Eggs,:,
2015M07,France,Percentage change m/m-12,Producer price index,Oils and fats,-0.1,
2015M07,France,Percentage change m/m-12,Producer price index,Butter,:,
2015M07,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2015M07,France,Percentage change m/m-12,Producer price index,Other edible oils,0,
2015M07,France,Percentage change m/m-12,Producer price index,Fruit,:,
2015M07,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2015M07,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2015M07,France,Percentage change m/m-12,Producer price index,Sugar,-25.1,
2015M07,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",13.1,
2015M07,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,0.8,
2015M07,France,Percentage change m/m-12,Producer price index,Wine from grapes,-4.6,
2015M07,France,Percentage change m/m-12,Producer price index,Beer,1.6,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Food,0.3,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread and cereals,0,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread,1,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Meat,0.5,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Beef and veal,0.7,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Pork,-0.2,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Lamb and goat,1.1,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Poultry,-0.3,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Fish and seafood,0.8,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,"Milk, cheese and eggs",-2.2,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Fresh whole milk ,-1.4,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Yoghurt,-1.4,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Cheese and curd,-2,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Eggs,-2.6,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Oils and fats,0.1,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Butter,0.2,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Olive oil,2.8,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Other edible oils,0.3,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit,5.9,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Vegetables,2,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Potatoes,:,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Sugar,-6.4,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,"Coffee, tea and cocoa",0.2,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit and vegetables juices ,0.4,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Wine from grapes,1.9,
2015M07,France,Percentage change m/m-12,Harmonised index of consumer prices,Beer,-0.5,
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Food,-1,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Bread and cereals,-0.3,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Bread,-3.2,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Meat,-2.4,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Beef and veal,1.3,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Pork,-5.9,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Lamb and goat,-1.9,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Poultry,-4.7,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Fish and seafood,:,
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,"Milk, cheese and eggs",-11.2,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Fresh whole milk ,-13.6,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Yoghurt,-13.6,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Cheese and curd,-13.6,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Eggs,15.4,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Oils and fats,9.1,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Butter,-14.7,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Olive oil,:,
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Other edible oils,9.1,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Fruit,18.7,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Vegetables,-2.1,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Potatoes,23.5,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Sugar,-5.7,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Fruit and vegetables juices ,22.1,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Wine from grapes,-1.5,e
2015M07,France,Percentage change m/m-12,Agricultural commodity price index,Beer,4.6,e
2015M07,France,Percentage change m/m-12,Import price index,Food,3.4,
2015M07,France,Percentage change m/m-12,Import price index,Bread and cereals,3,
2015M07,France,Percentage change m/m-12,Import price index,Bread,-0.8,
2015M07,France,Percentage change m/m-12,Import price index,Meat,-0.8,
2015M07,France,Percentage change m/m-12,Import price index,Beef and veal,3.5,
2015M07,France,Percentage change m/m-12,Import price index,Pork,-8.7,
2015M07,France,Percentage change m/m-12,Import price index,Lamb and goat,-2.7,
2015M07,France,Percentage change m/m-12,Import price index,Poultry,-1.7,
2015M07,France,Percentage change m/m-12,Import price index,Fish and seafood,6.8,
2015M07,France,Percentage change m/m-12,Import price index,"Milk, cheese and eggs",-9.5,
2015M07,France,Percentage change m/m-12,Import price index,Fresh whole milk ,-15.5,
2015M07,France,Percentage change m/m-12,Import price index,Yoghurt,0.8,
2015M07,France,Percentage change m/m-12,Import price index,Cheese and curd,-8.7,
2015M07,France,Percentage change m/m-12,Import price index,Eggs,16.2,
2015M07,France,Percentage change m/m-12,Import price index,Oils and fats,10,
2015M07,France,Percentage change m/m-12,Import price index,Butter,-14,
2015M07,France,Percentage change m/m-12,Import price index,Olive oil,39.3,
2015M07,France,Percentage change m/m-12,Import price index,Other edible oils,18.6,
2015M07,France,Percentage change m/m-12,Import price index,Fruit,21.9,
2015M07,France,Percentage change m/m-12,Import price index,Vegetables,5.3,
2015M07,France,Percentage change m/m-12,Import price index,Potatoes,29.8,
2015M07,France,Percentage change m/m-12,Import price index,Sugar,-23.4,
2015M07,France,Percentage change m/m-12,Import price index,"Coffee, tea and cocoa",8.4,
2015M07,France,Percentage change m/m-12,Import price index,Fruit and vegetables juices ,-4.2,
2015M07,France,Percentage change m/m-12,Import price index,Wine from grapes,1.9,
2015M07,France,Percentage change m/m-12,Import price index,Beer,-0.7,
2015M08,France,"Index, 2015=100",Producer price index,Food,100.5,
2015M08,France,"Index, 2015=100",Producer price index,Bread and cereals,100.3,
2015M08,France,"Index, 2015=100",Producer price index,Bread,99.8,
2015M08,France,"Index, 2015=100",Producer price index,Meat,101.4,
2015M08,France,"Index, 2015=100",Producer price index,Beef and veal,:,
2015M08,France,"Index, 2015=100",Producer price index,Pork,:,
2015M08,France,"Index, 2015=100",Producer price index,Lamb and goat,:,
2015M08,France,"Index, 2015=100",Producer price index,Poultry,100.2,
2015M08,France,"Index, 2015=100",Producer price index,Fish and seafood,100.9,
2015M08,France,"Index, 2015=100",Producer price index,"Milk, cheese and eggs",:,
2015M08,France,"Index, 2015=100",Producer price index,Fresh whole milk ,:,
2015M08,France,"Index, 2015=100",Producer price index,Yoghurt,:,
2015M08,France,"Index, 2015=100",Producer price index,Cheese and curd,:,
2015M08,France,"Index, 2015=100",Producer price index,Eggs,:,
2015M08,France,"Index, 2015=100",Producer price index,Oils and fats,102.9,
2015M08,France,"Index, 2015=100",Producer price index,Butter,:,
2015M08,France,"Index, 2015=100",Producer price index,Olive oil,:,
2015M08,France,"Index, 2015=100",Producer price index,Other edible oils,103.1,
2015M08,France,"Index, 2015=100",Producer price index,Fruit,:,
2015M08,France,"Index, 2015=100",Producer price index,Vegetables,:,
2015M08,France,"Index, 2015=100",Producer price index,Potatoes,:,
2015M08,France,"Index, 2015=100",Producer price index,Sugar,100,
2015M08,France,"Index, 2015=100",Producer price index,"Coffee, tea and cocoa",100.1,
2015M08,France,"Index, 2015=100",Producer price index,Fruit and vegetables juices ,101.1,
2015M08,France,"Index, 2015=100",Producer price index,Wine from grapes,99.2,
2015M08,France,"Index, 2015=100",Producer price index,Beer,99.9,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Food,99.42,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Bread and cereals,99.98,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Bread,100.1,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Meat,100.3,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Beef and veal,100.33,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Pork,100.62,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Lamb and goat,100.35,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Poultry,100.46,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Fish and seafood,99.36,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,"Milk, cheese and eggs",99.7,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Fresh whole milk ,100.32,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Yoghurt,100.11,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Cheese and curd,99.55,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Eggs,99.75,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Oils and fats,100.59,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Butter,101.03,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Olive oil,100.93,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Other edible oils,100.1,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit,97.52,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Vegetables,96.33,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Potatoes,:,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Sugar,98.96,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,"Coffee, tea and cocoa",100.24,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Fruit and vegetables juices ,100.16,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Wine from grapes,100.29,
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Beer,99.61,
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Food,101.5,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Bread and cereals,100,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Bread,98.2,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Meat,103.5,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Beef and veal,103,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Pork,111.8,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Lamb and goat,96.6,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Poultry,100.1,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Fish and seafood,:,
2015M08,France,"Index, 2015=100",Agricultural commodity price index,"Milk, cheese and eggs",105.2,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Fresh whole milk ,104.9,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Yoghurt,104.9,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Cheese and curd,104.9,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Eggs,108.6,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Oils and fats,99.6,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Butter,105.3,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Olive oil,:,
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Other edible oils,99.6,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Fruit,95.7,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Vegetables,97.4,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Potatoes,113.9,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Sugar,99.2,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Fruit and vegetables juices ,96.6,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Wine from grapes,99.4,e
2015M08,France,"Index, 2015=100",Agricultural commodity price index,Beer,105,e
2015M08,France,"Index, 2015=100",Import price index,Food,100,
2015M08,France,"Index, 2015=100",Import price index,Bread and cereals,100.6,
2015M08,France,"Index, 2015=100",Import price index,Bread,95.6,
2015M08,France,"Index, 2015=100",Import price index,Meat,101.1,
2015M08,France,"Index, 2015=100",Import price index,Beef and veal,103.5,
2015M08,France,"Index, 2015=100",Import price index,Pork,100.8,
2015M08,France,"Index, 2015=100",Import price index,Lamb and goat,94.8,
2015M08,France,"Index, 2015=100",Import price index,Poultry,102.8,
2015M08,France,"Index, 2015=100",Import price index,Fish and seafood,100.5,
2015M08,France,"Index, 2015=100",Import price index,"Milk, cheese and eggs",100.4,
2015M08,France,"Index, 2015=100",Import price index,Fresh whole milk ,97.9,
2015M08,France,"Index, 2015=100",Import price index,Yoghurt,95.6,
2015M08,France,"Index, 2015=100",Import price index,Cheese and curd,100.6,
2015M08,France,"Index, 2015=100",Import price index,Eggs,107.2,
2015M08,France,"Index, 2015=100",Import price index,Oils and fats,101.5,
2015M08,France,"Index, 2015=100",Import price index,Butter,100.5,
2015M08,France,"Index, 2015=100",Import price index,Olive oil,103.6,
2015M08,France,"Index, 2015=100",Import price index,Other edible oils,102.6,
2015M08,France,"Index, 2015=100",Import price index,Fruit,101.5,
2015M08,France,"Index, 2015=100",Import price index,Vegetables,96.7,
2015M08,France,"Index, 2015=100",Import price index,Potatoes,89.5,
2015M08,France,"Index, 2015=100",Import price index,Sugar,93.4,
2015M08,France,"Index, 2015=100",Import price index,"Coffee, tea and cocoa",100.3,
2015M08,France,"Index, 2015=100",Import price index,Fruit and vegetables juices ,97.1,
2015M08,France,"Index, 2015=100",Import price index,Wine from grapes,98.6,
2015M08,France,"Index, 2015=100",Import price index,Beer,98.9,
2015M08,France,Percentage change m/m-12,Producer price index,Food,-1.8,
2015M08,France,Percentage change m/m-12,Producer price index,Bread and cereals,-3.6,
2015M08,France,Percentage change m/m-12,Producer price index,Bread,-1.1,
2015M08,France,Percentage change m/m-12,Producer price index,Meat,-1.5,
2015M08,France,Percentage change m/m-12,Producer price index,Beef and veal,:,
2015M08,France,Percentage change m/m-12,Producer price index,Pork,:,
2015M08,France,Percentage change m/m-12,Producer price index,Lamb and goat,:,
2015M08,France,Percentage change m/m-12,Producer price index,Poultry,-2.5,
2015M08,France,Percentage change m/m-12,Producer price index,Fish and seafood,2.5,
2015M08,France,Percentage change m/m-12,Producer price index,"Milk, cheese and eggs",:,
2015M08,France,Percentage change m/m-12,Producer price index,Fresh whole milk ,:,
2015M08,France,Percentage change m/m-12,Producer price index,Yoghurt,:,
2015M08,France,Percentage change m/m-12,Producer price index,Cheese and curd,:,
2015M08,France,Percentage change m/m-12,Producer price index,Eggs,:,
2015M08,France,Percentage change m/m-12,Producer price index,Oils and fats,4.5,
2015M08,France,Percentage change m/m-12,Producer price index,Butter,:,
2015M08,France,Percentage change m/m-12,Producer price index,Olive oil,:,
2015M08,France,Percentage change m/m-12,Producer price index,Other edible oils,4.9,
2015M08,France,Percentage change m/m-12,Producer price index,Fruit,:,
2015M08,France,Percentage change m/m-12,Producer price index,Vegetables,:,
2015M08,France,Percentage change m/m-12,Producer price index,Potatoes,:,
2015M08,France,Percentage change m/m-12,Producer price index,Sugar,-25,
2015M08,France,Percentage change m/m-12,Producer price index,"Coffee, tea and cocoa",11.2,
2015M08,France,Percentage change m/m-12,Producer price index,Fruit and vegetables juices ,0.8,
2015M08,France,Percentage change m/m-12,Producer price index,Wine from grapes,-4.7,
2015M08,France,Percentage change m/m-12,Producer price index,Beer,1.9,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Food,0.9,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread and cereals,-0.1,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Bread,1,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Meat,0.5,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Beef and veal,0.9,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Pork,0,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Lamb and goat,1.5,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Poultry,-0.2,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Fish and seafood,1.2,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,"Milk, cheese and eggs",-1.9,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Fresh whole milk ,-0.1,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Yoghurt,-1.7,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Cheese and curd,-2,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Eggs,-2.4,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Oils and fats,0.5,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Butter,1.4,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Olive oil,2.6,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Other edible oils,0,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit,8.1,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Vegetables,5.5,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Potatoes,:,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Sugar,-6.6,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,"Coffee, tea and cocoa",0.2,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Fruit and vegetables juices ,0.2,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Wine from grapes,1.9,
2015M08,France,Percentage change m/m-12,Harmonised index of consumer prices,Beer,-0.4,
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Food,0.6,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Bread and cereals,3.8,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Bread,0.4,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Meat,-0.5,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Beef and veal,2.8,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Pork,-1.8,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Lamb and goat,-0.7,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Poultry,-4.1,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Fish and seafood,:,
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,"Milk, cheese and eggs",-12.6,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Fresh whole milk ,-15.3,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Yoghurt,-15.3,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Cheese and curd,-15.3,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Eggs,17.3,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Oils and fats,14,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Butter,-16.4,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Olive oil,:,
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Other edible oils,14,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Fruit,17.7,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Vegetables,-2.4,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Potatoes,44.4,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Sugar,-4,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,"Coffee, tea and cocoa",:,
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Fruit and vegetables juices ,22.3,e
2015M08,France,Percentage change m/m-12,Agricultural commodity price index,Wine from grapes,-1,e
